                                                                                  REPORTE FINAL
                              ARTISTAS                               TITULOS                        REPRODUCCIONES                               GENEROS                             BAILABLES
                               Rihanna                             Needed_Me                                191600                        hiphop-pop-R&B                                 0.671
                               Rihanna                             Only_Girl                                235493                        hiphop-pop-R&B                                 0.789
                               Rihanna                         Pon_de_Replay                                246960                        hiphop-pop-R&B                                 0.779
                               Rihanna                              Rude_Boy                                222920                        hiphop-pop-R&B                                 0.563
                               Rihanna                      Russian_Roulette                                227533                        hiphop-pop-R&B                                  0.48
                               Rihanna                                   S&M                                243533                        hiphop-pop-R&B                                 0.767
                               Rihanna                                   SOS                                238920                        hiphop-pop-R&B                                 0.677
                               Rihanna                     Shut_Up_And_Drive                                212280                        hiphop-pop-R&B                                 0.735
                               Rihanna                                  Stay                                240706                        hiphop-pop-R&B                                 0.621
                               Rihanna                            Take_A_Bow                                229413                        hiphop-pop-R&B                                 0.697
                               Rihanna                                Te_Amo                                208426                        hiphop-pop-R&B                                 0.567
                               Rihanna                              Umbrella                                275986                        hiphop-pop-R&B                                 0.583
                               Rihanna                            Unfaithful                                226973                        hiphop-pop-R&B                                 0.588
                               Rihanna                         We_Found_Love                                215226                        hiphop-pop-R&B                                 0.735
                               Rihanna                         We_Found_Love                                215226                        hiphop-pop-R&B                                 0.735
                               Rihanna                       What's_My_Name?                                263173                        hiphop-pop-R&B                                 0.692
                               Rihanna                       What's_My_Name?                                263173                        hiphop-pop-R&B                                 0.692
                               Rihanna                   Where_Have_You_Been                                242680                        hiphop-pop-R&B                                 0.719
                               Rihanna                                  Work                                219320                        hiphop-pop-R&B                                 0.725
                              Rita_Ora                              Anywhere                                215064           hiphop-pop-Dance/Electronic                                 0.628
                              Rita_Ora                             How_We_Do                                247026           hiphop-pop-Dance/Electronic                                 0.738
                              Rita_Ora             I_Will_Never_Let_You_Down                                203466           hiphop-pop-Dance/Electronic                                 0.753
                              Rita_Ora                                R.I.P.                                228026           hiphop-pop-Dance/Electronic                                 0.603
                                Rixton                Me_And_My_Broken_Heart                                193733                                   pop                                 0.545
                          Rizzle_Kicks                Down_With_The_Trumpets                                186851                                hiphop                                 0.753
                             Rob_$tone                            Chill_Bill                                177184                                hiphop                                 0.886
                             Rob_$tone                            Chill_Bill                                177184                                hiphop                                 0.886
                            Rob_Thomas                        Lonely_No_More                                226640                     pop-Folk/Acoustic                                 0.551
                       Robbie_Williams                                 Candy                                201053                              pop-rock                                 0.715
                       Robbie_Williams                              Eternity                                302760                              pop-rock                                 0.469
                       Robbie_Williams                                 Radio                                233600                              pop-rock                                 0.607
                       Robbie_Williams                               Rock_DJ                                258560                              pop-rock                                 0.708
                       Robbie_Williams                      Somethin'_Stupid                                170493                              pop-rock                                 0.654
                       Robbie_Williams                              Tripping                                276603                              pop-rock                                 0.666
                          Robin_Schulz                                 Sugar                                219043                  pop-Dance/Electronic                                 0.636
                          Robin_Thicke                         Blurred_Lines                                263053                               pop-R&B                                 0.861
                                 Robyn                     Dancing_On_My_Own                                288670                  pop-Dance/Electronic                                 0.687
                                 Robyn                  With_Every_Heartbeat                                254920                  pop-Dance/Electronic                                 0.477
                         Roger_Sanchez                        Another_Chance                                452906                      Dance/Electronic                                  0.61
                         Ronan_Keating               If_Tomorrow_Never_Comes                                214306                              pop-rock                                 0.555
                         Ronan_Keating               Life_Is_A_Rollercoaster                                234826                              pop-rock                                 0.655
                         Ronan_Keating                       Lovin'_Each_Day                                212973                              pop-rock                                 0.541
                                Room_5                              Make_Luv                                212413                      Dance/Electronic                                 0.883
                              Route_94                               My_Love                                259934                  pop-Dance/Electronic                                 0.814
                            Rudimental                         Feel_the_Love                                245186                  pop-Dance/Electronic                                 0.389
                            Rudimental                     Waiting_All_Night                                292586                  pop-Dance/Electronic                                 0.544
                             Ruff_Endz                               No_More                                242560                                   R&B                                 0.839
                          Rui_Da_Silva                              Touch_Me                                213133                      Dance/Electronic                                 0.464
                         Russ_Millions                        Keisha_&_Becky                                252906                                   pop                                 0.863
                          Ryan_Cabrera                                  TRUE                                204173                                   pop                                 0.598
                              SAYGRACE                      You_Don't_Own_Me                                201493                               pop-R&B                                 0.332
                              SAYGRACE                      You_Don't_Own_Me                                199314                               pop-R&B                                 0.336
                              S_Club_7                     Don't_Stop_Movin'                                233626                                   pop                                 0.822
                              S_Club_7                         Have_You_Ever                                201533                                   pop                                 0.585
                              Sak_Noel                           Loca_People                                215624                      Dance/Electronic                                 0.926
                             Sam_Feldt                           Post_Malone                                174444                  pop-Dance/Electronic                                  0.59
                             Sam_Smith               Dancing_With_A_Stranger                                171029                                   pop                                 0.741
                             Sam_Smith                     How_Do_You_Sleep?                                202204                                   pop                                 0.477
                             Sam_Smith                            Like_I_Can                                167065                                   pop                                 0.656
                             Sam_Smith                      Money_On_My_Mind                                192670                                   pop                                 0.688
                             Sam_Smith                          Stay_With_Me                                172723                                   pop                                 0.418
                             Sam_Smith                  Too_Good_At_Goodbyes                                201000                                   pop                                 0.681
                             Sam_Smith                 Writing's_On_The_Wall                                278987                                   pop                                 0.261
                            Sam_Sparro                          Black_&_Gold                                212360                  pop-Dance/Electronic                                 0.383
                        Samantha_Mumba                        Gotta_Tell_You                                201946                                   pop                                 0.729
                                Sammie                             I_Like_It                                251040                        hiphop-pop-R&B                                 0.826
                            Sandi_Thom            I_Wish_I_Was_a_Punk_Rocker                                151640                 World/Traditional-pop                                   0.7
                               Santana                        Into_the_Night                                222440                      rock-blues-latin                                 0.595
                               Santana                           Maria_Maria                                261973                      rock-blues-latin                                 0.777
                         Savage_Garden                        Crash_and_Burn                                281466                                   pop                                 0.581
                           Saving_Abel                              Addicted                                222826                            rock-metal                                 0.512
                              Saweetie                               My_Type                                126446                        hiphop-pop-R&B                                 0.899
                           ScHoolboy_Q                        Collard_Greens                                299960                            hiphop-pop                                 0.826
                           ScHoolboy_Q                    Hands_on_the_Wheel                                197131                            hiphop-pop                                 0.646
                           ScHoolboy_Q                       Man_Of_The_Year                                216013                            hiphop-pop                                 0.743
                       Scissor_Sisters                      Comfortably_Numb                                266040             pop-rock-Dance/Electronic                                 0.803
                       Scissor_Sisters             I_Don't_Feel_Like_Dancin'                                288360             pop-rock-Dance/Electronic                                 0.707
                               Scooter                               Nessaja                                208449                  pop-Dance/Electronic                                 0.486
                               Scooter                      The_Logical_Song                                234116                  pop-Dance/Electronic                                 0.527
                    Scouting_For_Girls                This_Ain't_a_Love_Song                                210680                              pop-rock                                 0.458
                         Sean_Kingston                       Beautiful_Girls                                225373                        hiphop-pop-R&B                                 0.762
                         Sean_Kingston                          Eenie_Meenie                                201946                        hiphop-pop-R&B                                  0.72
                         Sean_Kingston                          Fire_Burning                                239986                        hiphop-pop-R&B                                 0.839
                         Sean_Kingston                        Take_You_There                                236693                        hiphop-pop-R&B                                 0.752
                             Sean_Paul                              Get_Busy                                211666                            hiphop-pop                                 0.735
                             Sean_Paul                       Gimme_the_Light                                228000                            hiphop-pop                                 0.778
                             Sean_Paul            I'm_Still_in_Love_with_You                                273360                            hiphop-pop                                 0.765
                             Sean_Paul                             Like_Glue                                232506                            hiphop-pop                                 0.757
                             Sean_Paul                                No_Lie                                221176                            hiphop-pop                                 0.742
                             Sean_Paul                      She_Doesn't_Mind                                227786                            hiphop-pop                                 0.718
                             Sean_Paul                           Temperature                                218573                            hiphop-pop                                 0.951
                             Sean_Paul                         We_Be_Burnin'                                213066                            hiphop-pop                                  0.95
                             Sean_Paul                     _Give_It_Up_to_Me                                243880                            hiphop-pop                                 0.711
                    Sebastian_Ingrosso                                Reload                                221272                  pop-Dance/Electronic                                 0.485
                                  Sech                            Otro_Trago                                225933                                 latin                                 0.746
                               Seether                               Fake_It                                193893                            rock-metal                                 0.611
                          Selena_Gomez                         Come_&_Get_It                                231986                                   pop                                 0.546
                          Selena_Gomez                                Fetish                                186112                                   pop                                 0.708
                          Selena_Gomez                          Good_For_You                                221560                                   pop                                   0.6
                          Selena_Gomez                 Kill_Em_With_Kindness                                217906                                   pop                                 0.757
                          Selena_Gomez                         Same_Old_Love                                229080                                   pop                                 0.672
                          Selena_Gomez                         Same_Old_Love                                229080                                   pop                                 0.672
                          Selena_Gomez         The_Heart_Wants_What_It_Wants                                227373                                   pop                                 0.616
                          Selena_Gomez         The_Heart_Wants_What_It_Wants                                227360                                   pop                                 0.616
                          Selena_Gomez                                Wolves                                197993                                   pop                                 0.724
              Selena_Gomez_&_The_Scene             Love_You_Like_A_Love_Song                                188453                  pop-Dance/Electronic                                 0.858
              Selena_Gomez_&_The_Scene                             Naturally                                202586                  pop-Dance/Electronic                                 0.605
              Selena_Gomez_&_The_Scene                              Who_Says                                195613                  pop-Dance/Electronic                                 0.682
                             September                           Cry_for_You                                209800                  pop-Dance/Electronic                                 0.767
                             September                           Cry_for_You                                209800                  pop-Dance/Electronic                                 0.767
                                Shaggy                          It_Wasn't_Me                                227600                            hiphop-pop                                 0.853
                               Shakira                        Hips_Don't_Lie                                218093                             pop-latin                                 0.778
                               Shakira                            La_Tortura                                212893                             pop-latin                                  0.74
                               Shakira                              She_Wolf                                188866                             pop-latin                                 0.865
                               Shakira               Underneath_Your_Clothes                                224066                             pop-latin                                 0.616
                               Shakira                     Whenever_Wherever                                196160                             pop-latin                                 0.794
                          Shawn_Mendes       I_Know_What_You_Did_Last_Summer                                223853                                   pop                                 0.687
                          Shawn_Mendes                                 Mercy                                208733                                   pop                                 0.561
                          Shawn_Mendes                              Senorita                                190799                                   pop                                 0.759
                          Shawn_Mendes                              Stitches                                206880                                   pop                                 0.746
                          Shawn_Mendes       There's_Nothing_Holdin'_Me_Back                                199440                                   pop                                 0.857
                          Shawn_Mendes                      Treat_You_Better                                187973                                   pop                                 0.444
                           Shayne_Ward                           No_Promises                                223066                                   pop                                   0.5
                           Shayne_Ward                        That's_My_Goal                                219600                                   pop                                 0.286
                             Sheck_Wes                              Mo_Bamba                                183906                                hiphop                                 0.729
                              Sheppard                              Geronimo                                218227             pop-rock-Dance/Electronic                                 0.707
                             Shinedown                         Second_Chance                                222066                            rock-metal                                  0.46
                             Shontelle                            Impossible                                226533                               pop-R&B                                 0.599
                             Shop_Boyz                Party_Like_A_Rock_Star                                253400                            hiphop-pop                                 0.619
                                   Sia                            Chandelier                                216120                                   pop                                 0.399
                                   Sia                         Cheap_Thrills                                224813                                   pop                                 0.592
                                   Sia                         Elastic_Heart                                257200                                   pop                                 0.421
                                   Sia                          The_Greatest                                210226                                   pop                                 0.668
                         Sidney_Samson                             Riverside                                320348                      Dance/Electronic                                 0.804
                                Sigala                             Easy_Love                                229813                  pop-Dance/Electronic                                  0.68
                                Sigala                          Sweet_Lovin'                                202149                  pop-Dance/Electronic                                 0.683
                                Sigala                         Wish_You_Well                                205653                  pop-Dance/Electronic                                 0.669
                                 Sigma                        Nobody_To_Love                                189720                  pop-Dance/Electronic                                 0.441
                               Silento                              Watch_Me                                185131                                hiphop                                 0.819
                            Simply_Red                               Sunrise                                199040            rock-R&B-Folk/Acoustic-pop                                 0.791
                                 Sisqo                            Incomplete                                274226                        hiphop-pop-R&B                                 0.746
                                 Sisqo                            Thong_Song                                253733                        hiphop-pop-R&B                                 0.706
                               Skillet                               Monster                                178013                        rock-pop-metal                                  0.64
                              Skrillex                             Bangarang                                215253           hiphop-pop-Dance/Electronic                                 0.716
                            Snoop_Dogg                             Beautiful                                299146                            hiphop-pop                                 0.893
                            Snoop_Dogg                 Drop_It_Like_It's_Hot                                266066                            hiphop-pop                                 0.892
                            Snoop_Dogg                 Drop_It_Like_It's_Hot                                266066                            hiphop-pop                                 0.892
                            Snoop_Dogg                     Sensual_Seduction                                245520                            hiphop-pop                                 0.756
                            Snoop_Dogg                                 Signs                                236813                            hiphop-pop                                  0.94
                            Snoop_Dogg                                 Sweat                                195986                            hiphop-pop                                 0.813
                            Snoop_Dogg                     Young_Wild_&_Free                                207333                            hiphop-pop                                 0.715
                           Snow_Patrol                     You're_All_I_Have                                273333            World/Traditional-rock-pop                                 0.467
                         So_Solid_Crew                            21_Seconds                                302826                      Dance/Electronic                                 0.607
                           Sofia_Reyes                                 1_2_3                                201526                             pop-latin                                 0.792
                               Sonique                      It_Feels_So_Good                                240866                                   pop                                 0.634
                          Sophie_Ellis              Murder_On_The_Dancefloor                                230013                  pop-Dance/Electronic                                 0.734
                            Soulja_Boy                            Crank_That                                221933                            hiphop-pop                                 0.736
                            Soulja_Boy                            Crank_That                                221933                            hiphop-pop                                 0.736
                            Soulja_Boy                Kiss_Me_Thru_The_Phone                                193386                            hiphop-pop                                 0.758
                            Soulja_Boy                       Turn_My_Swag_On                                206333                            hiphop-pop                                 0.546
                            Special_D.                          Come_With_Me                                185133                                   pop                                 0.739
                            Spiderbait                           Black_Betty                                205973                                  rock                                 0.562
                                Staind                      It's_Been_Awhile                                264706                            rock-metal                                 0.509
                               Starley                            Call_on_Me                                222040                  pop-Dance/Electronic                                  0.67
                                 Steps         It's_the_Way_You_Make_Me_Feel                                197360                  pop-Dance/Electronic                                 0.573
                         Stereophonics                                Dakota                                297426                              rock-pop                                 0.506
                            Steve_Aoki                          Just_Hold_On                                198774           hiphop-pop-Dance/Electronic                                 0.647
                                 Sting                           Desert_Rose                                285960                              rock-pop                                 0.586
                           Storm_Queen                    Look_Right_Through                                150400                      Dance/Electronic                                 0.832
                               Stormzy                             Vossi_Bop                                196266               hiphop-Dance/Electronic                                 0.682
                               Stromae                        Alors_on_danse                                206066                                   pop                                 0.791
                               Stromae                             Papaoutai                                232146                                   pop                                 0.733
                             Sugababes                         About_You_Now                                212400                               pop-R&B                                 0.584
                             Sugababes                         Freak_Like_Me                                195866                               pop-R&B                                 0.517
                             Sugababes                      Hole_In_The_Head                                218173                               pop-R&B                                 0.785
                             Sugababes                       Push_The_Button                                218093                               pop-R&B                                 0.962
                             Sugababes                           Round_Round                                236426                               pop-R&B                                  0.74
                             Sugababes                       Too_Lost_In_You                                237693                               pop-R&B                                 0.586
                             Sugababes                       Too_Lost_In_You                                237693                               pop-R&B                                 0.586
                     Sunshine_Anderson                   Heard_It_All_Before                                295826                               pop-R&B                                 0.697
                   Swedish_House_Mafia                 Don't_You_Worry_Child                                212862                  pop-Dance/Electronic                                 0.612
                   Swedish_House_Mafia                         Miami_2_Ibiza                                206460                  pop-Dance/Electronic                                 0.736
                   Swedish_House_Mafia                                   One                                163246                  pop-Dance/Electronic                                 0.733
                   Swedish_House_Mafia                        Save_The_World                                213337                  pop-Dance/Electronic                                 0.507
                            Switchfoot                         Meant_to_Live                                201373                              rock-pop                                 0.397
                                     T                             Bartender                                238800                        hiphop-pop-R&B                                 0.675
                                     T                         Buy_U_a_Drank                                227960                        hiphop-pop-R&B                                 0.451
                                     T                      Can't_Believe_It                                273826                        hiphop-pop-R&B                                 0.648
                                     T                             I'm_N_Luv                                265333                        hiphop-pop-R&B                                 0.731
                                     T                            I'm_Sprung                                231040                        hiphop-pop-R&B                                 0.722
                                  T.I.                          Bring_Em_Out                                216706                            hiphop-pop                                 0.759
                                  T.I.                         Dead_And_Gone                                299746                            hiphop-pop                                 0.713
                                  T.I.                        Live_Your_Life                                338853                            hiphop-pop                                 0.375
                                  T.I.                        Live_Your_Life                                338853                            hiphop-pop                                 0.375
                                  T.I.                         What_You_Know                                274333                            hiphop-pop                                 0.551
                                  T.I.                     Whatever_You_Like                                249533                            hiphop-pop                                  0.68
                                  T.I.                     Whatever_You_Like                                249533                            hiphop-pop                                  0.68
                                    T2                           Heartbroken                                178613                      Dance/Electronic                                 0.716
                             Taio_Cruz                      Break_Your_Heart                                201546                            hiphop-pop                                 0.607
                             Taio_Cruz                              Dynamite                                202613                            hiphop-pop                                 0.751
                             Taio_Cruz                                Higher                                187626                            hiphop-pop                                 0.672
                             Take_That                              Patience                                202066                                   pop                                 0.309
                             Take_That                              Patience                                202066                                   pop                                 0.309
                             Take_That                        Rule_The_World                                237760                                   pop                                 0.357
                             Take_That                             The_Flood                                289359                                   pop                                 0.514
                           Tame_Impala            The_Less_I_Know_The_Better                                216320                                 metal                                  0.64
                                 Tamia                  Stranger_in_My_House                                285386                               pop-R&B                                 0.676
                          Taylor_Swift                      ...Ready_For_It?                                208186                                   pop                                 0.613
                          Taylor_Swift                                    22                                232120                                   pop                                 0.661
                          Taylor_Swift                      Back_To_December                                293026                                   pop                                 0.529
                          Taylor_Swift                             Bad_Blood                                211933                                   pop                                 0.646
                          Taylor_Swift                             Bad_Blood                                200106                                   pop                                 0.654
                          Taylor_Swift                           Blank_Space                                231826                                   pop                                  0.76
                          Taylor_Swift                          Cruel_Summer                                178426                                   pop                                 0.552
                          Taylor_Swift              I_Knew_You_Were_Trouble.                                219720                                   pop                                 0.622
                          Taylor_Swift              I_Knew_You_Were_Trouble.                                219720                                   pop                                 0.622
                          Taylor_Swift              Look_What_You_Made_Me_Do                                211853                                   pop                                 0.766
                          Taylor_Swift                            Love_Story                                236266                                   pop                                 0.617
                          Taylor_Swift                          Shake_It_Off                                219200                                   pop                                 0.647
                          Taylor_Swift                                 Style                                231000                                   pop                                 0.588
                          Taylor_Swift                                 Style                                231000                                   pop                                 0.588
                          Taylor_Swift                        Wildest_Dreams                                220440                                   pop                                 0.553
                          Taylor_Swift                    You_Belong_With_Me                                231146                                   pop                                 0.687
                          Terror_Squad                             Lean_Back                                247426                                hiphop                                 0.783
                                   The                       I_Luv_Your_Girl                                267866                        hiphop-pop-R&B                                 0.723
                                   The                     Rockin'_That_Shit                                221920                        hiphop-pop-R&B                                 0.672
                               The_All                   Dirty_Little_Secret                                193653                              rock-pop                                 0.469
                               The_All                   Dirty_Little_Secret                                193653                              rock-pop                                 0.469
                        The_Band_Perry                        If_I_Die_Young                                222773                               country                                 0.606
                        The_Band_Perry                        If_I_Die_Young                                222773                               country                                 0.606
                           The_Calling                  Wherever_You_Will_Go                                208600                                   pop                                 0.558
                      The_Chainsmokers                               #SELFIE                                183750                  pop-Dance/Electronic                                 0.789
                      The_Chainsmokers                                Closer                                244960                  pop-Dance/Electronic                                 0.748
                      The_Chainsmokers                     Don't_Let_Me_Down                                208373                  pop-Dance/Electronic                                 0.532
                      The_Chainsmokers                                 Paris                                221506                  pop-Dance/Electronic                                 0.653
